locus_tag	ftype	length_bp	gene	EC_number	COG	product
VP145_00119	CDS	684	flgD_1		COG1843	Basal-body rod modification protein FlgD
VP145_00120	CDS	1197	flgE_1		COG1749	Flagellar hook protein FlgE
VP145_00121	CDS	732	flgF_1		COG4787	Flagellar basal-body rod protein FlgF
VP145_00122	CDS	786	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
VP145_00123	CDS	672				hypothetical protein
VP145_00124	CDS	1122				hypothetical protein
VP145_00125	CDS	540	flgJ_1	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
VP145_00126	CDS	1374	flgK_1		COG1256	Flagellar hook-associated protein 1
VP145_00127	CDS	900	flgL_1		COG1344	Flagellar hook-associated protein 3
VP145_00128	CDS	1041				hypothetical protein
VP145_00129	CDS	129				hypothetical protein
VP145_00130	CDS	2715				hypothetical protein
VP145_00131	CDS	114				hypothetical protein
VP145_00132	CDS	1800	nhaP_1			K(+)/H(+) antiporter NhaP
VP145_00133	CDS	120				hypothetical protein
VP145_00134	CDS	1020	fni	5.3.3.2	COG1304	Isopentenyl-diphosphate delta-isomerase
VP145_00135	CDS	264				hypothetical protein
VP145_00136	CDS	402				hypothetical protein
VP145_00137	CDS	1680				hypothetical protein
VP145_00138	CDS	465				hypothetical protein
VP145_00139	CDS	351		2.8.1.-	COG0607	Sulfurtransferase
VP145_00140	CDS	291	groS_1		COG0234	10 kDa chaperonin
VP145_00141	CDS	1599	groL_1			60 kDa chaperonin
VP145_00142	CDS	210				hypothetical protein
VP145_00143	CDS	972				hypothetical protein
VP145_00144	CDS	612	rhtC_1		COG1280	Threonine efflux protein
VP145_00145	CDS	891	trpI			HTH-type transcriptional regulator TrpI
VP145_00146	CDS	372				hypothetical protein
VP145_00147	CDS	222				hypothetical protein
VP145_00148	CDS	537				hypothetical protein
VP145_00149	CDS	1443				hypothetical protein
VP145_00150	CDS	1566	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
VP145_00151	CDS	1071		1.13.12.16	COG2070	Nitronate monooxygenase
VP145_00152	CDS	2481				hypothetical protein
VP145_00153	CDS	2505				hypothetical protein
VP145_00154	CDS	2427				hypothetical protein
VP145_00155	CDS	2832				hypothetical protein
VP145_00156	CDS	1401	manP_1		COG1299	PTS system mannose-specific EIIBCA component
VP145_00157	CDS	441	manP_2		COG1299	PTS system mannose-specific EIIBCA component
VP145_00158	CDS	291				hypothetical protein
VP145_00159	CDS	480	msrAB_2			Peptide methionine sulfoxide reductase msrA/msrB
VP145_00160	CDS	390				hypothetical protein
VP145_00161	CDS	741	srlR_1		COG1349	Glucitol operon repressor
VP145_00162	CDS	357				hypothetical protein
VP145_00163	CDS	1515	katB	1.11.1.6	COG0753	Catalase
VP145_00164	CDS	459				hypothetical protein
VP145_00165	CDS	654	pncA	3.5.1.19	COG1335	Nicotinamidase
VP145_00166	CDS	726				hypothetical protein
VP145_00167	CDS	1311	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
VP145_00168	CDS	360				hypothetical protein
VP145_00169	CDS	519	slyB_1		COG3133	Outer membrane lipoprotein SlyB
VP145_00170	CDS	780				hypothetical protein
VP145_00171	CDS	909	ribN_1			Riboflavin transporter
VP145_00172	CDS	885	gcvA_2			Glycine cleavage system transcriptional activator
VP145_00173	CDS	615	ompA_2			Outer membrane protein A
VP145_00174	CDS	1659	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
VP145_00175	CDS	777	ompV		COG3713	Outer membrane protein OmpV
VP145_00176	CDS	525	nlpE		COG3015	Lipoprotein NlpE
VP145_00177	CDS	291				hypothetical protein
VP145_00178	CDS	501				hypothetical protein
VP145_00179	CDS	210				hypothetical protein
VP145_00180	CDS	813				hypothetical protein
VP145_00181	CDS	195				hypothetical protein
VP145_00182	CDS	2019	fusA_1		COG0480	Elongation factor G
VP145_00183	CDS	993	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
VP145_00184	CDS	1005				hypothetical protein
VP145_00185	CDS	882	occR			Octopine catabolism/uptake operon regulatory protein OccR
VP145_00186	CDS	1209				hypothetical protein
VP145_00187	CDS	438	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
VP145_00188	CDS	396				hypothetical protein
VP145_00189	CDS	852				hypothetical protein
VP145_00190	CDS	471				hypothetical protein
VP145_00191	CDS	588				hypothetical protein
VP145_00192	CDS	1518	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
VP145_00193	CDS	1158	ttgD			Toluene efflux pump periplasmic linker protein TtgD
VP145_00194	CDS	3159	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
VP145_00195	CDS	267				hypothetical protein
VP145_00196	CDS	450				hypothetical protein
VP145_00197	CDS	144				hypothetical protein
VP145_00198	CDS	513				hypothetical protein
VP145_00199	CDS	390				hypothetical protein
VP145_00200	CDS	840				hypothetical protein
VP145_00201	CDS	111				hypothetical protein
VP145_00202	CDS	660		3.1.3.-	COG0560	putative phosphatase
VP145_00203	CDS	1020	potA_2	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
VP145_00204	CDS	786	cysW_1		COG4208	Sulfate transport system permease protein CysW
VP145_00205	CDS	900				hypothetical protein
VP145_00206	CDS	825				hypothetical protein
VP145_00207	CDS	1083				hypothetical protein
VP145_00208	CDS	729	phnR_2		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
VP145_00209	CDS	1620			COG1292	Glycine betaine transporter 2
VP145_00210	CDS	2409	csxA	3.2.1.165	COG3250	Exo-beta-D-glucosaminidase
VP145_00211	CDS	654	csgD_1		COG2771	CsgBAC operon transcriptional regulatory protein
VP145_00212	CDS	816				hypothetical protein
VP145_00213	CDS	1017	pdeR_1	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
VP145_00214	CDS	150				hypothetical protein
VP145_00215	CDS	255				hypothetical protein
VP145_00216	CDS	1503	srpC_1			Solvent efflux pump outer membrane protein SrpC
VP145_00217	CDS	3063	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
VP145_00218	CDS	1083	bepF_1			Efflux pump periplasmic linker BepF
VP145_00219	CDS	882	pgrR_1			HTH-type transcriptional regulator PgrR
VP145_00220	CDS	360				hypothetical protein
VP145_00221	CDS	1035	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
VP145_00222	CDS	1260	tyrS_1	6.1.1.1	COG0162	Tyrosine--tRNA ligase
VP145_00223	CDS	807	ttrR_1		COG4566	Tetrathionate response regulatory protein TtrR
VP145_00224	CDS	780				hypothetical protein
VP145_00225	CDS	2370	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
VP145_00226	CDS	837	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
VP145_00227	CDS	1065	ansB	3.5.1.1	COG0252	L-asparaginase 2
VP145_00228	CDS	1257	purA_1	6.3.4.4	COG0104	Adenylosuccinate synthetase
VP145_00229	CDS	870	cysL_2		COG0583	HTH-type transcriptional regulator CysL
VP145_00230	CDS	408				hypothetical protein
VP145_00231	CDS	615	leuE_1		COG1280	Leucine efflux protein
VP145_00232	CDS	522				hypothetical protein
VP145_00233	CDS	1005	virS			HTH-type transcriptional regulator VirS
VP145_00234	CDS	762		1.1.1.391	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2
VP145_00235	CDS	513				hypothetical protein
VP145_00236	CDS	1059	eltD	1.1.1.-	COG1063	Erythritol/L-threitol dehydrogenase
VP145_00237	CDS	1125	nemA_1	1.-.-.-	COG1902	N-ethylmaleimide reductase
VP145_00238	CDS	630	grxB		COG2999	Glutaredoxin 2
VP145_00239	CDS	936	dmlR_2			HTH-type transcriptional regulator DmlR
VP145_00240	CDS	912	yahB_1			putative HTH-type transcriptional regulator YahB
VP145_00241	CDS	2880				hypothetical protein
VP145_00242	CDS	1569	rhlE_1	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
VP145_00243	CDS	429				hypothetical protein
VP145_00244	CDS	1356				hypothetical protein
VP145_00245	CDS	1317	icaA_1	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
VP145_00246	CDS	1038				hypothetical protein
VP145_00247	CDS	711	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
VP145_00248	CDS	333				hypothetical protein
VP145_00249	CDS	1029				hypothetical protein
VP145_00250	CDS	1149	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
VP145_00251	CDS	870	tetD			Transposon Tn10 TetD protein
VP145_00252	CDS	1038				hypothetical protein
VP145_00253	CDS	240				hypothetical protein
VP145_00254	CDS	909				hypothetical protein
VP145_00255	CDS	789	nimR_1			HTH-type transcriptional regulator NimR
VP145_00256	CDS	918				hypothetical protein
VP145_00257	CDS	906	yedI		COG2354	Inner membrane protein YedI
VP145_00258	CDS	1029	pyrC	3.5.2.3	COG0418	Dihydroorotase
VP145_00259	CDS	165				hypothetical protein
VP145_00260	CDS	1818	ycbX		COG0633	putative protein YcbX
VP145_00261	CDS	831	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
VP145_00262	CDS	534	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
VP145_00263	CDS	483				hypothetical protein
VP145_00264	CDS	690				hypothetical protein
VP145_00265	CDS	1110				hypothetical protein
VP145_00266	CDS	600				hypothetical protein
VP145_00267	CDS	273				hypothetical protein
VP145_00268	CDS	300				hypothetical protein
VP145_00269	CDS	462				hypothetical protein
VP145_00270	CDS	783	hmuV	3.6.3.-	COG4559	Hemin import ATP-binding protein HmuV
VP145_00271	CDS	1038	hmuU		COG0609	Hemin transport system permease protein HmuU
VP145_00272	CDS	870	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
VP145_00273	CDS	414				hypothetical protein
VP145_00274	CDS	693	exbB_2		COG0811	Biopolymer transport protein ExbB
VP145_00275	CDS	744				hypothetical protein
VP145_00276	CDS	1380	hemN_1	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR
VP145_00277	CDS	504				hypothetical protein
VP145_00278	CDS	531			COG0748	putative protein
VP145_00279	CDS	537	cobO	2.5.1.-	COG2096	Cobalamin adenosyltransferase
VP145_00280	CDS	915	cheV_1		COG0784	Chemotaxis protein CheV
VP145_00281	CDS	279	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
VP145_00282	CDS	1458				hypothetical protein
VP145_00283	CDS	957	yidZ_1			HTH-type transcriptional regulator YidZ
VP145_00284	CDS	1209	mdtL_1			Multidrug resistance protein MdtL
VP145_00285	CDS	168				hypothetical protein
VP145_00286	CDS	777	nimR_2			HTH-type transcriptional regulator NimR
VP145_00287	CDS	1683	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
VP145_00288	CDS	2211				hypothetical protein
VP145_00289	CDS	1791	pcrA	3.6.4.12		ATP-dependent DNA helicase PcrA
VP145_00290	CDS	1905		3.4.21.-		Thermophilic serine proteinase
VP145_00291	CDS	1494				hypothetical protein
VP145_00292	CDS	450				hypothetical protein
VP145_00293	CDS	531	yodB		COG3038	Cytochrome b561 
VP145_00294	CDS	2166	katG_1	1.11.1.21	COG0376	Catalase-peroxidase
VP145_00295	CDS	471			COG0783	putative protein
VP145_00296	CDS	891	oxyR_1			Hydrogen peroxide-inducible genes activator
VP145_00297	CDS	876				hypothetical protein
VP145_00298	CDS	981				hypothetical protein
VP145_00299	CDS	2451	prt_1	3.4.24.3		Microbial collagenase
VP145_00300	CDS	231				hypothetical protein
VP145_00301	CDS	1350	tam	3.2.1.1		Alpha-amylase
VP145_00302	CDS	294	czrA		COG0640	HTH-type transcriptional repressor CzrA
VP145_00303	CDS	294				hypothetical protein
VP145_00304	CDS	1959	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
VP145_00305	CDS	618	ywrO	1.6.99.-	COG2249	General stress protein 14
VP145_00306	CDS	426	uspA_1		COG0589	Universal stress protein A
VP145_00307	CDS	1572	uup_1		COG0488	ABC transporter ATP-binding protein uup
VP145_00308	CDS	2160		3.4.21.26		Prolyl endopeptidase
VP145_00309	CDS	123				hypothetical protein
VP145_00310	CDS	792				hypothetical protein
VP145_00311	CDS	1143	bepF_2			Efflux pump periplasmic linker BepF
VP145_00312	CDS	3141	bepE_1			Efflux pump membrane transporter BepE
VP145_00313	CDS	1104	ompP1		COG2067	Outer membrane protein P1
VP145_00314	CDS	798				hypothetical protein
VP145_00315	CDS	531	speG	2.3.1.57		Spermidine N(1)-acetyltransferase
VP145_00316	CDS	153				hypothetical protein
VP145_00317	CDS	1068	pleD_1			Response regulator PleD
VP145_00318	CDS	852	pse4	3.5.2.6		Beta-lactamase PSE-4
VP145_00319	CDS	1350	prmB_1	1.18.1.-		Propane 2-monooxygenase, reductase component
VP145_00320	CDS	582				hypothetical protein
VP145_00321	CDS	3141	cusA		COG3696	Cation efflux system protein CusA
VP145_00322	CDS	1716	cusB			Cation efflux system protein CusB
VP145_00323	CDS	1422				hypothetical protein
VP145_00324	CDS	423				hypothetical protein
VP145_00325	CDS	4269	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
VP145_00326	CDS	942				hypothetical protein
VP145_00327	CDS	372				hypothetical protein
VP145_00328	CDS	1101	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
VP145_00329	CDS	927	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
VP145_00330	CDS	948				hypothetical protein
VP145_00331	CDS	1632	mcpQ_1		COG0840	Methyl-accepting chemotaxis protein McpQ
VP145_00332	CDS	1029	pgl_1	3.1.1.31	COG2706	6-phosphogluconolactonase
VP145_00333	CDS	792	yddE	5.1.-.-	COG0384	putative isomerase YddE
VP145_00334	CDS	534				hypothetical protein
VP145_00335	CDS	780	appY_1		COG2207	HTH-type transcriptional regulator AppY
VP145_00336	CDS	1056	acr3		COG0798	Arsenical-resistance protein Acr3
VP145_00337	CDS	342	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
VP145_00338	CDS	1758	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
VP145_00339	CDS	444	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
VP145_00340	CDS	1428	mtlA_1			PTS system mannitol-specific EIICB component
VP145_00341	CDS	1272	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
VP145_00342	CDS	519	fumE	4.2.1.2	COG3722	Fumarase E
VP145_00343	CDS	735				hypothetical protein
VP145_00344	CDS	747	ycdX_1	3.1.3.-	COG1387	putative phosphatase YcdX
VP145_00345	CDS	765				hypothetical protein
VP145_00346	CDS	336				hypothetical protein
VP145_00347	CDS	312				hypothetical protein
VP145_00348	CDS	1158	tyrP_1		COG0814	Tyrosine-specific transport protein
VP145_00349	CDS	330				hypothetical protein
VP145_00350	CDS	1872	pctB_1		COG0840	Methyl-accepting chemotaxis protein PctB
VP145_00351	CDS	1365				hypothetical protein
VP145_00352	CDS	672				hypothetical protein
VP145_00353	CDS	402				hypothetical protein
VP145_00354	CDS	630				hypothetical protein
VP145_00355	CDS	1284	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
VP145_00356	CDS	1821			COG2200	putative signaling protein
VP145_00357	CDS	888	pgrR_2			HTH-type transcriptional regulator PgrR
VP145_00358	CDS	1194	mdtL_2			Multidrug resistance protein MdtL
VP145_00359	CDS	348				hypothetical protein
VP145_00360	CDS	135				hypothetical protein
VP145_00361	CDS	615	PGdx_1	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
VP145_00362	CDS	858	ribN_2			Riboflavin transporter
VP145_00363	CDS	972	ompL_1		COG3203	Porin-like protein L
VP145_00364	CDS	1029	phoE		COG3203	Outer membrane pore protein E
VP145_00365	CDS	615	ycgM		COG0179	putative protein YcgM
VP145_00366	CDS	312				hypothetical protein
VP145_00367	CDS	711	ygaZ_1		COG1296	Inner membrane protein YgaZ
VP145_00368	CDS	828	btr_2		COG0614	HTH-type transcriptional activator Btr
VP145_00369	CDS	633	leuE_2		COG1280	Leucine efflux protein
VP145_00370	CDS	423		2.3.1.-		Acetyltransferase
VP145_00371	CDS	1695	pgcA	5.4.2.2		Phosphoglucomutase
VP145_00372	CDS	1218	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
VP145_00373	CDS	1638	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
VP145_00374	CDS	540	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
VP145_00375	CDS	885	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
VP145_00376	CDS	237				hypothetical protein
VP145_00377	CDS	705				hypothetical protein
VP145_00378	CDS	537				hypothetical protein
VP145_00379	CDS	1020				hypothetical protein
VP145_00380	CDS	909	ctaB	2.5.1.-	COG0109	Protoheme IX farnesyltransferase
VP145_00381	CDS	474	fklB_1	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
VP145_00382	CDS	633				hypothetical protein
VP145_00383	CDS	678	oprF_1			Outer membrane porin F
VP145_00384	CDS	360				hypothetical protein
VP145_00385	CDS	543				hypothetical protein
VP145_00386	CDS	546	yaeQ		COG4681	putative protein YaeQ
VP145_00387	CDS	210	cspG		COG1278	Cold shock-like protein CspG
VP145_00388	CDS	333	arfA		COG3036	Alternative ribosome-rescue factor A
VP145_00389	CDS	1344	bdlA_1		COG0840	Biofilm dispersion protein BdlA
VP145_00390	CDS	1443			COG2200	putative signaling protein
VP145_00391	CDS	747				hypothetical protein
VP145_00392	CDS	1230	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
VP145_00393	CDS	1236	ytrF		COG0577	ABC transporter permease YtrF
VP145_00394	CDS	714	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
VP145_00395	CDS	1218				hypothetical protein
VP145_00396	CDS	2001	mcpP_1		COG0840	Methyl-accepting chemotaxis protein McpP
VP145_00397	CDS	480			COG0783	putative protein
VP145_00398	CDS	609	mupP	3.1.3.-	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
VP145_00399	CDS	1077	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
VP145_00400	CDS	1149	adhB	1.1.1.1		Alcohol dehydrogenase 2
VP145_00401	CDS	651	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
VP145_00402	CDS	156				hypothetical protein
VP145_00403	CDS	903	yddG			Methyl viologen resistance protein YddG
VP145_00404	CDS	567				hypothetical protein
VP145_00405	CDS	117				hypothetical protein
VP145_00406	CDS	330				hypothetical protein
VP145_00407	CDS	330				hypothetical protein
VP145_00408	CDS	897				hypothetical protein
VP145_00409	CDS	879	yahB_2			putative HTH-type transcriptional regulator YahB
VP145_00410	CDS	576				hypothetical protein
VP145_00411	CDS	1971	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
VP145_00412	CDS	795	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
VP145_00413	CDS	339		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
VP145_00414	CDS	1770				hypothetical protein
VP145_00415	CDS	351				hypothetical protein
VP145_00416	CDS	309				hypothetical protein
VP145_00417	CDS	216				hypothetical protein
VP145_00418	CDS	1251	rhlE_2	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
VP145_00419	CDS	414			COG4628	DNA-binding protein
VP145_00420	CDS	1224	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
VP145_00421	CDS	249				hypothetical protein
